ID,Región,Comuna,Tipo Propiedad,Precio,Metros Totales,Metros Útiles,Habitaciones,Baños,Estacionamiento,Bodega,Año Construcción
3132,Metropolitana,Las Condes,Departamento,284574001,144,131,1,2,No,Sí,1988
3133,Los Lagos,Puerto Montt,Terreno,400035655,54,34,6,2,Sí,No,1956
3134,Biobío,Los Ángeles,Terreno,201034933,239,231,5,4,Sí,No,2009
3135,Valparaíso,Viña del Mar,Casa,228150884,38,20,2,1,No,No,1993
3136,Metropolitana,Providencia,Departamento,441307621,178,153,3,3,No,No,1964
3137,Biobío,Concepción,Oficina,209044723,212,185,6,4,No,No,2010
3138,Valparaíso,Viña del Mar,Casa,172603659,61,50,3,3,No,No,2017
3139,Araucanía,Temuco,Oficina,316933937,179,163,5,3,Sí,Sí,1968
3140,Valparaíso,Valparaíso,Oficina,213841782,148,135,6,4,No,Sí,1962
3141,Araucanía,Temuco,Terreno,130978096,42,37,4,2,Sí,No,1996
3142,Biobío,Los Ángeles,Casa,259447756,194,179,4,1,Sí,No,1988
3143,Valparaíso,Valparaíso,Terreno,300771064,63,48,2,3,Sí,No,2013
3144,Metropolitana,Providencia,Departamento,253994963,88,79,3,3,No,Sí,2017
3145,Metropolitana,Providencia,Departamento,259929211,117,100,6,4,No,No,1966
3146,Biobío,Concepción,Oficina,247946070,113,100,6,1,Sí,No,2013
3147,Biobío,Concepción,Departamento,435946867,270,262,4,3,Sí,No,1973
3148,Coquimbo,La Serena,Departamento,71941577,253,229,4,1,No,No,1957
3149,Metropolitana,Providencia,Departamento,282876807,44,20,5,2,No,No,1987
3150,Los Lagos,Puerto Montt,Oficina,207511433,275,248,3,3,No,Sí,2013
3151,Biobío,Concepción,Oficina,499636394,51,22,2,2,No,No,2012
3152,Los Lagos,Puerto Montt,Terreno,242509244,122,112,6,1,Sí,No,1972
3153,Metropolitana,Providencia,Oficina,40962173,133,113,2,3,No,No,1961
3154,Biobío,Los Ángeles,Terreno,295894961,300,277,5,2,No,No,1969
3155,Metropolitana,Las Condes,Oficina,419706891,265,243,2,4,No,No,1962
3156,Biobío,Concepción,Oficina,450172793,200,195,1,2,No,No,1999
3157,Metropolitana,Santiago,Departamento,499071333,50,23,1,3,No,No,1975
3158,Biobío,Los Ángeles,Casa,133859050,244,238,6,4,No,No,1992
3159,Metropolitana,Las Condes,Casa,486047502,139,130,4,1,Sí,Sí,2020
3160,Araucanía,Temuco,Departamento,419978037,284,272,3,2,No,No,1981
3161,Metropolitana,Providencia,Terreno,107427339,178,163,1,4,Sí,Sí,1985
3162,Araucanía,Temuco,Departamento,459280435,167,141,1,2,Sí,Sí,2022
3163,Los Lagos,Puerto Montt,Oficina,108399835,297,280,4,3,No,No,2001
3164,Valparaíso,Valparaíso,Terreno,230510412,184,160,6,2,Sí,No,1994
3165,Los Lagos,Puerto Montt,Departamento,420994054,226,208,2,1,No,No,2012
3166,Araucanía,Temuco,Terreno,338403397,130,111,3,2,Sí,Sí,1977
3167,Biobío,Los Ángeles,Departamento,316747731,39,20,4,4,Sí,No,2009
3168,Metropolitana,Las Condes,Terreno,94916807,125,108,6,4,Sí,No,1984
3169,Los Lagos,Puerto Montt,Oficina,302184106,56,38,1,1,Sí,Sí,2022
3170,Los Lagos,Puerto Montt,Departamento,167182197,199,176,4,1,Sí,Sí,1975
3171,Biobío,Concepción,Casa,417569559,195,173,2,1,Sí,No,2005
3172,Los Lagos,Puerto Montt,Departamento,212238007,43,34,6,1,No,No,1978
3173,Metropolitana,Providencia,Oficina,237145064,231,213,6,4,No,No,1965
3174,Biobío,Concepción,Casa,253709733,236,214,3,4,No,No,2008
3175,Los Lagos,Puerto Montt,Oficina,207571593,52,47,6,3,No,No,1975
3176,Biobío,Concepción,Departamento,68194028,83,71,1,3,Sí,Sí,1982
3177,Valparaíso,Viña del Mar,Casa,362303506,87,64,2,1,No,Sí,2023
3178,Valparaíso,Viña del Mar,Terreno,156647191,247,236,5,2,No,Sí,1951
3179,Valparaíso,Valparaíso,Oficina,96760260,99,84,2,2,Sí,Sí,1984
3180,Metropolitana,Santiago,Casa,498409237,147,141,1,4,Sí,Sí,1952
3181,Metropolitana,Las Condes,Terreno,422715693,135,130,4,3,Sí,Sí,1961
3182,Metropolitana,Santiago,Departamento,350597834,106,94,3,2,Sí,No,1983
3183,Valparaíso,Viña del Mar,Departamento,221097076,36,20,6,1,Sí,No,1992
3184,Metropolitana,Providencia,Oficina,84558242,214,203,6,2,No,No,2016
3185,Biobío,Los Ángeles,Oficina,239648770,70,65,1,2,No,No,2006
3186,Biobío,Los Ángeles,Casa,474308500,159,139,3,1,No,No,1969
3187,Biobío,Concepción,Oficina,48606122,153,144,5,1,Sí,Sí,1956
3188,Metropolitana,Las Condes,Oficina,113457324,139,116,3,2,Sí,Sí,1984
3189,Coquimbo,La Serena,Terreno,50294633,248,240,1,2,Sí,Sí,1968
3190,Araucanía,Temuco,Terreno,54029630,206,201,5,1,No,Sí,1970
3191,Biobío,Los Ángeles,Oficina,301128187,88,69,4,2,No,Sí,2016
3192,Metropolitana,Santiago,Departamento,131147322,49,35,1,2,Sí,No,2013
3193,Metropolitana,Las Condes,Terreno,283682885,72,43,3,1,No,No,2007
3194,Valparaíso,Viña del Mar,Departamento,397918933,284,266,1,3,No,Sí,1950
3195,Metropolitana,Santiago,Oficina,393794602,234,211,6,4,No,Sí,2003
3196,Biobío,Concepción,Oficina,337761539,72,66,5,1,No,No,1995
3197,Metropolitana,Las Condes,Casa,357323289,98,82,3,1,Sí,Sí,2006
3198,Metropolitana,Santiago,Departamento,464779494,258,228,2,1,Sí,Sí,2008
3199,Metropolitana,Santiago,Oficina,83364246,216,188,1,4,No,No,1976
3200,Metropolitana,Providencia,Terreno,278766417,266,248,5,1,No,No,2005
3201,Araucanía,Temuco,Oficina,233709708,247,223,5,2,Sí,No,2001
3202,Los Lagos,Puerto Montt,Terreno,133574081,218,209,2,1,No,Sí,1977
3203,Biobío,Los Ángeles,Departamento,173975920,248,237,5,1,Sí,Sí,1964
3204,Metropolitana,Las Condes,Casa,362420675,120,94,2,4,No,Sí,1953
3205,Valparaíso,Valparaíso,Terreno,46758833,52,46,3,1,No,Sí,2000
3206,Metropolitana,Providencia,Casa,181187710,181,169,5,2,No,No,1970
3207,Biobío,Concepción,Departamento,126676152,196,167,5,1,Sí,No,1987
3208,Biobío,Concepción,Terreno,401633281,164,134,4,3,No,Sí,1996
3209,Araucanía,Temuco,Departamento,116687566,45,32,4,3,Sí,Sí,1973
3210,Metropolitana,Santiago,Terreno,420324346,65,38,1,4,No,Sí,2019
3211,Valparaíso,Viña del Mar,Terreno,449179437,62,47,2,4,Sí,No,1954
3212,Valparaíso,Viña del Mar,Oficina,337596819,135,117,4,2,No,Sí,1973
3213,Biobío,Concepción,Oficina,103871328,224,197,6,1,Sí,Sí,1972
3214,Valparaíso,Viña del Mar,Oficina,173869206,298,283,5,4,Sí,Sí,1967
3215,Valparaíso,Viña del Mar,Departamento,234989469,63,50,3,1,Sí,Sí,1987
3216,Metropolitana,Santiago,Terreno,58094015,63,41,4,3,No,Sí,1964
3217,Los Lagos,Puerto Montt,Terreno,178430033,200,193,1,4,No,Sí,1969
3218,Araucanía,Temuco,Casa,253455929,271,246,6,4,Sí,Sí,2000
3219,Coquimbo,La Serena,Oficina,165274604,86,63,4,2,No,Sí,1962
3220,Metropolitana,Santiago,Terreno,472104067,151,132,2,1,Sí,Sí,1974
3221,Los Lagos,Puerto Montt,Departamento,494869536,225,203,4,4,No,Sí,1990
3222,Valparaíso,Viña del Mar,Casa,184295788,64,48,6,2,No,Sí,1996
3223,Valparaíso,Valparaíso,Oficina,160762184,145,122,1,4,Sí,Sí,1991
3224,Coquimbo,La Serena,Casa,420648351,294,271,6,3,No,Sí,2021
3225,Metropolitana,Las Condes,Casa,151817985,45,34,6,3,Sí,Sí,1960
3226,Metropolitana,Providencia,Terreno,238248318,293,273,6,3,Sí,Sí,1965
3227,Metropolitana,Las Condes,Departamento,218255941,72,54,1,2,Sí,No,1978
3228,Valparaíso,Valparaíso,Oficina,386978898,171,165,4,3,No,Sí,1965
3229,Metropolitana,Las Condes,Oficina,405799805,277,261,6,3,Sí,Sí,1986
3230,Valparaíso,Viña del Mar,Terreno,141504374,110,100,3,1,Sí,Sí,2014
3231,Coquimbo,La Serena,Casa,350171384,93,78,3,4,No,No,1980
3232,Metropolitana,Santiago,Terreno,485492741,191,185,2,4,No,No,1996
3233,Valparaíso,Viña del Mar,Casa,142200693,190,169,1,3,No,Sí,1957
3234,Los Lagos,Puerto Montt,Oficina,180907822,229,209,5,1,Sí,No,1987
3235,Coquimbo,La Serena,Departamento,486696928,140,121,4,1,Sí,Sí,1952
3236,Valparaíso,Viña del Mar,Departamento,453429619,154,128,4,2,No,Sí,1961
3237,Valparaíso,Viña del Mar,Oficina,221600130,120,96,1,1,Sí,No,2016
3238,Los Lagos,Puerto Montt,Terreno,129329148,73,66,3,4,No,Sí,1994
3239,Valparaíso,Valparaíso,Oficina,204242891,127,101,2,1,Sí,Sí,2022
3240,Biobío,Los Ángeles,Terreno,198320486,251,233,2,4,No,Sí,1972
3241,Biobío,Los Ángeles,Oficina,432820802,216,204,1,1,Sí,No,1956
3242,Metropolitana,Providencia,Departamento,79062372,249,225,5,3,No,No,2017
3243,Metropolitana,Las Condes,Terreno,65051228,85,65,4,2,Sí,No,2015
3244,Araucanía,Temuco,Casa,140813370,300,279,3,3,Sí,No,2001
3245,Metropolitana,Providencia,Terreno,429362297,220,213,6,4,No,Sí,2004
3246,Metropolitana,Santiago,Casa,44619373,208,186,1,3,No,Sí,1984
3247,Valparaíso,Valparaíso,Departamento,363569712,101,93,3,2,No,Sí,1956
3248,Metropolitana,Santiago,Departamento,348096865,139,131,2,2,Sí,No,2002
3249,Metropolitana,Providencia,Oficina,446730389,129,122,2,3,No,No,2001
3250,Biobío,Concepción,Oficina,88030000,102,81,6,4,Sí,No,1987
3251,Valparaíso,Viña del Mar,Casa,478470725,44,37,3,1,Sí,No,1980
3252,Metropolitana,Providencia,Casa,316249792,164,135,3,1,No,Sí,2016
3253,Biobío,Concepción,Departamento,231085097,66,50,1,4,No,No,1968
3254,Valparaíso,Viña del Mar,Casa,64829597,38,24,6,3,No,No,1953
3255,Metropolitana,Santiago,Casa,189819994,273,259,1,1,Sí,Sí,2019
3256,Biobío,Los Ángeles,Departamento,316960486,86,67,4,4,Sí,No,1957
3257,Los Lagos,Puerto Montt,Terreno,342266820,299,282,2,1,No,Sí,1965
3258,Metropolitana,Santiago,Departamento,60135418,261,240,2,1,No,Sí,2015
3259,Metropolitana,Santiago,Terreno,492368911,122,95,2,3,Sí,Sí,2002
3260,Biobío,Los Ángeles,Terreno,77149096,250,232,2,4,Sí,Sí,1984
3261,Los Lagos,Puerto Montt,Casa,149031254,280,265,2,3,No,Sí,1973
3262,Valparaíso,Valparaíso,Departamento,123297136,132,106,3,2,No,No,1959
3263,Metropolitana,Santiago,Departamento,485175759,73,55,4,4,Sí,No,1981
3264,Biobío,Concepción,Oficina,57034784,160,141,3,3,No,No,1963
3265,Metropolitana,Santiago,Oficina,308559242,128,107,1,3,Sí,No,2011
3266,Metropolitana,Providencia,Casa,362588904,264,241,1,4,No,Sí,1997
3267,Metropolitana,Providencia,Oficina,434486367,104,86,4,1,Sí,No,1995
3268,Los Lagos,Puerto Montt,Terreno,162823106,235,214,5,3,Sí,Sí,2007
3269,Biobío,Los Ángeles,Terreno,482715244,149,126,3,2,No,No,1984
3270,Valparaíso,Viña del Mar,Oficina,451514743,214,190,1,4,No,No,2010
3271,Valparaíso,Valparaíso,Casa,285157596,52,37,3,1,Sí,Sí,1970
3272,Metropolitana,Providencia,Departamento,202275858,86,77,6,3,No,Sí,1963
3273,Biobío,Los Ángeles,Casa,69390389,228,200,4,4,Sí,No,1952
3274,Metropolitana,Providencia,Oficina,113201849,235,212,4,4,Sí,No,2000
3275,Biobío,Concepción,Terreno,359755401,296,270,6,4,No,No,1950
3276,Metropolitana,Providencia,Departamento,257580241,93,87,1,1,Sí,No,1963
3277,Metropolitana,Santiago,Departamento,67286081,148,136,3,1,Sí,No,1986
3278,Metropolitana,Las Condes,Terreno,138530513,232,221,5,3,Sí,No,1975
3279,Los Lagos,Puerto Montt,Casa,320785720,151,146,3,1,Sí,Sí,1968
3280,Biobío,Los Ángeles,Casa,111663911,261,242,4,1,No,Sí,1967
3281,Valparaíso,Valparaíso,Departamento,231873439,235,225,1,2,Sí,No,1963
3282,Biobío,Los Ángeles,Terreno,270613463,188,164,6,2,Sí,Sí,2000
3283,Metropolitana,Providencia,Departamento,70554691,38,20,6,3,No,Sí,2000
3284,Valparaíso,Valparaíso,Casa,49140768,253,240,5,1,Sí,Sí,2003
3285,Metropolitana,Las Condes,Casa,398383154,115,107,2,2,No,No,1972
3286,Araucanía,Temuco,Departamento,212318697,296,279,4,3,Sí,No,1995
3287,Metropolitana,Santiago,Casa,430348839,113,91,4,3,No,Sí,1959
3288,Metropolitana,Providencia,Terreno,158494483,248,243,3,4,No,Sí,2017
3289,Biobío,Los Ángeles,Departamento,69556317,81,74,4,3,Sí,Sí,2018
3290,Metropolitana,Providencia,Oficina,125075399,231,210,5,2,Sí,Sí,1982
3291,Coquimbo,La Serena,Casa,315679672,285,256,6,3,No,No,1991
3292,Valparaíso,Valparaíso,Casa,266326144,60,33,5,1,Sí,No,1950
3293,Biobío,Concepción,Departamento,267060482,56,41,1,4,Sí,Sí,1971
3294,Araucanía,Temuco,Departamento,416383265,31,25,6,2,No,No,1983
3295,Coquimbo,La Serena,Oficina,229607515,152,140,5,2,No,No,2015
3296,Los Lagos,Puerto Montt,Terreno,254328718,88,79,5,1,No,No,1975
3297,Los Lagos,Puerto Montt,Casa,253946946,79,74,5,3,Sí,Sí,1982
3298,Valparaíso,Valparaíso,Casa,70199883,143,122,2,2,No,Sí,1980
3299,Araucanía,Temuco,Casa,394901056,151,132,2,2,Sí,Sí,1974
3300,Biobío,Concepción,Oficina,61934613,269,262,4,1,No,No,1956
3301,Metropolitana,Providencia,Oficina,425639992,250,225,5,1,No,Sí,1951
3302,Metropolitana,Santiago,Departamento,234837162,100,92,4,3,Sí,No,1959
3303,Los Lagos,Puerto Montt,Terreno,441929118,85,75,4,1,No,No,2009
3304,Biobío,Los Ángeles,Oficina,375260687,236,222,4,2,No,No,1960
3305,Valparaíso,Viña del Mar,Oficina,153369187,225,200,1,2,No,Sí,1965
3306,Los Lagos,Puerto Montt,Departamento,360857557,281,256,3,2,Sí,No,2007
3307,Biobío,Los Ángeles,Terreno,99166925,268,257,1,4,No,Sí,2016
3308,Coquimbo,La Serena,Terreno,90574522,58,28,1,4,Sí,Sí,2012
3309,Valparaíso,Valparaíso,Casa,91977267,79,67,2,4,No,Sí,1981
3310,Coquimbo,La Serena,Terreno,62948273,141,126,3,1,No,Sí,1978
3311,Valparaíso,Viña del Mar,Oficina,327317924,246,239,5,3,Sí,Sí,1993
3312,Metropolitana,Las Condes,Oficina,139027453,196,183,6,3,No,No,1978
3313,Araucanía,Temuco,Terreno,223280445,71,48,2,3,Sí,Sí,2001
3314,Biobío,Concepción,Departamento,208687609,199,183,2,3,No,No,1996
3315,Biobío,Concepción,Oficina,451617555,49,23,2,1,No,No,2023
3316,Araucanía,Temuco,Oficina,77029874,284,257,1,4,Sí,No,1957
3317,Metropolitana,Providencia,Oficina,39555376,229,203,3,3,No,Sí,2020
3318,Araucanía,Temuco,Terreno,172888138,104,98,5,3,Sí,No,2006
3319,Metropolitana,Providencia,Terreno,110829776,40,20,6,4,Sí,No,2019
3320,Araucanía,Temuco,Oficina,336701491,143,115,1,2,No,No,2019
3321,Metropolitana,Las Condes,Terreno,200799170,62,32,3,2,Sí,No,1979
3322,Coquimbo,La Serena,Casa,475430458,206,187,6,3,No,Sí,1999
3323,Metropolitana,Santiago,Terreno,147840649,109,81,1,4,Sí,No,1963
3324,Los Lagos,Puerto Montt,Departamento,82263270,179,154,4,2,No,No,2011
3325,Araucanía,Temuco,Departamento,296624097,104,82,5,1,No,Sí,2006
3326,Valparaíso,Valparaíso,Departamento,386361239,97,67,2,2,Sí,Sí,1981
3327,Metropolitana,Providencia,Oficina,317078694,57,30,1,2,Sí,Sí,1960
3328,Metropolitana,Santiago,Departamento,354888150,30,20,1,1,Sí,Sí,1985
3329,Valparaíso,Viña del Mar,Terreno,369391776,201,176,4,1,No,No,1950
3330,Coquimbo,La Serena,Casa,367757814,259,241,4,2,Sí,Sí,1955
3331,Metropolitana,Providencia,Departamento,175132704,167,143,6,3,No,No,2017
3332,Metropolitana,Santiago,Casa,207517559,157,133,2,4,No,Sí,2002
3333,Araucanía,Temuco,Terreno,94143303,99,69,5,3,No,No,1978
3334,Coquimbo,La Serena,Terreno,402470589,51,38,6,4,Sí,No,1993
3335,Metropolitana,Las Condes,Terreno,376004499,45,27,6,4,No,No,1991
3336,Valparaíso,Valparaíso,Terreno,147169603,37,20,1,2,Sí,No,1971
3337,Valparaíso,Valparaíso,Departamento,287018425,297,279,6,2,Sí,No,2018
3338,Metropolitana,Providencia,Oficina,40976354,130,112,4,1,Sí,No,2019
3339,Biobío,Los Ángeles,Departamento,72499576,111,97,5,1,Sí,Sí,2020
3340,Coquimbo,La Serena,Departamento,69886980,153,144,5,4,No,Sí,1977
3341,Coquimbo,La Serena,Casa,222993002,159,152,6,3,No,No,2008
3342,Biobío,Los Ángeles,Terreno,457149450,299,285,6,3,Sí,No,2010
3343,Biobío,Concepción,Oficina,334819743,164,152,1,1,Sí,No,1954
3344,Araucanía,Temuco,Casa,346758106,86,63,6,1,Sí,No,1958
3345,Valparaíso,Valparaíso,Oficina,436703998,127,110,4,1,No,No,1955
3346,Valparaíso,Valparaíso,Terreno,323522232,106,87,2,4,No,Sí,1982
3347,Los Lagos,Puerto Montt,Departamento,298756060,260,251,3,4,No,Sí,2004
3348,Metropolitana,Providencia,Casa,95060857,172,151,5,3,Sí,No,1967
3349,Araucanía,Temuco,Casa,486618908,188,173,3,1,Sí,No,1952
3350,Metropolitana,Providencia,Casa,204230306,200,174,3,4,No,No,1980
3351,Metropolitana,Providencia,Oficina,234473507,230,217,2,3,Sí,Sí,1963
3352,Biobío,Concepción,Terreno,439934568,239,233,2,3,Sí,No,1964
3353,Metropolitana,Providencia,Terreno,446386776,253,230,5,4,Sí,No,1958
3354,Biobío,Los Ángeles,Oficina,430568045,277,269,2,4,No,No,2018
3355,Metropolitana,Santiago,Oficina,84595560,159,154,3,3,Sí,Sí,1965
3356,Los Lagos,Puerto Montt,Casa,333729310,249,235,4,4,Sí,No,1966
3357,Araucanía,Temuco,Terreno,314728380,159,131,5,4,No,No,1978
3358,Los Lagos,Puerto Montt,Casa,371714525,183,172,5,4,No,No,1990
3359,Araucanía,Temuco,Departamento,419256485,207,191,6,1,Sí,Sí,1967
3360,Los Lagos,Puerto Montt,Casa,355390677,224,195,5,3,No,Sí,1992
3361,Los Lagos,Puerto Montt,Departamento,300610347,203,186,4,1,No,Sí,1961
3362,Araucanía,Temuco,Terreno,42170274,110,90,6,2,Sí,Sí,1980
3363,Valparaíso,Viña del Mar,Terreno,177681942,235,230,5,4,No,No,2014
3364,Los Lagos,Puerto Montt,Departamento,351194328,34,20,3,4,Sí,No,1974
3365,Metropolitana,Las Condes,Terreno,105893334,35,20,1,2,No,No,1959
3366,Metropolitana,Las Condes,Terreno,131280082,188,168,5,1,Sí,No,1964
3367,Coquimbo,La Serena,Oficina,175933425,191,167,2,2,No,Sí,1951
3368,Metropolitana,Santiago,Oficina,417833933,192,164,3,4,No,No,2006
3369,Biobío,Los Ángeles,Departamento,458258076,236,206,4,4,Sí,No,1994
3370,Valparaíso,Valparaíso,Oficina,113521732,66,47,3,2,Sí,Sí,1983
3371,Metropolitana,Las Condes,Casa,245537804,272,246,4,3,No,Sí,1983
3372,Metropolitana,Las Condes,Casa,31848121,91,77,1,3,No,No,1996
3373,Metropolitana,Las Condes,Oficina,265117160,166,160,4,2,Sí,No,2012
3374,Coquimbo,La Serena,Departamento,223817069,137,129,2,3,No,No,2021
3375,Biobío,Los Ángeles,Terreno,463184314,34,20,6,3,No,Sí,1970
3376,Metropolitana,Las Condes,Casa,212427026,33,22,5,1,Sí,No,2006
3377,Metropolitana,Santiago,Terreno,76222503,55,27,1,3,Sí,No,2015
3378,Coquimbo,La Serena,Departamento,295561833,268,257,5,3,No,No,1986
3379,Valparaíso,Viña del Mar,Casa,404401073,186,157,6,3,No,Sí,1978
3380,Coquimbo,La Serena,Departamento,407753281,244,234,2,3,No,No,2020
3381,Los Lagos,Puerto Montt,Terreno,225364255,228,212,6,4,No,No,1984
3382,Metropolitana,Providencia,Oficina,472000652,176,161,4,1,Sí,Sí,1953
3383,Araucanía,Temuco,Departamento,404360868,260,246,5,2,No,No,1981
3384,Metropolitana,Santiago,Oficina,483281137,175,163,3,4,Sí,No,1963
3385,Biobío,Concepción,Casa,319914944,236,220,6,3,Sí,No,2012
3386,Valparaíso,Viña del Mar,Casa,396527520,54,43,5,2,Sí,No,2023
3387,Araucanía,Temuco,Departamento,209419578,227,205,2,3,No,No,1998
3388,Metropolitana,Santiago,Oficina,394422756,187,181,3,4,No,No,1996
3389,Biobío,Los Ángeles,Oficina,219736454,242,213,2,4,No,Sí,2023
3390,Araucanía,Temuco,Casa,208287137,278,250,2,2,Sí,No,1998
3391,Biobío,Concepción,Departamento,320266825,179,173,5,1,Sí,Sí,1988
3392,Biobío,Los Ángeles,Oficina,361981414,213,184,2,2,Sí,Sí,1998
3393,Valparaíso,Valparaíso,Terreno,191118853,33,26,1,3,Sí,No,2016
3394,Metropolitana,Providencia,Departamento,169051022,101,79,2,1,Sí,Sí,2018
3395,Valparaíso,Viña del Mar,Oficina,65068285,136,119,5,3,Sí,No,1976
3396,Metropolitana,Providencia,Oficina,96460320,154,124,6,2,No,No,2008
3397,Metropolitana,Santiago,Terreno,283271843,83,55,4,1,Sí,No,1958
3398,Valparaíso,Viña del Mar,Casa,258991319,100,79,5,1,Sí,No,2013
3399,Araucanía,Temuco,Terreno,449086611,77,67,1,3,Sí,Sí,1971
3400,Coquimbo,La Serena,Casa,337423631,203,187,4,4,No,No,1991
3401,Biobío,Concepción,Terreno,311857680,174,156,6,1,Sí,Sí,1959
3402,Metropolitana,Santiago,Oficina,453827986,268,241,4,3,Sí,No,1978
3403,Coquimbo,La Serena,Casa,174578650,291,267,6,2,Sí,No,1981
3404,Araucanía,Temuco,Terreno,200688774,165,135,6,4,Sí,Sí,1972
3405,Valparaíso,Viña del Mar,Departamento,463685869,101,95,5,2,Sí,No,1973
3406,Biobío,Concepción,Terreno,89540386,288,258,3,2,No,Sí,1985
3407,Metropolitana,Santiago,Departamento,285728982,100,93,4,1,No,Sí,1984
3408,Los Lagos,Puerto Montt,Departamento,319058571,110,86,3,3,Sí,No,1955
3409,Biobío,Concepción,Departamento,464588977,75,47,5,4,No,No,1997
3410,Metropolitana,Santiago,Oficina,76243737,72,52,6,3,No,Sí,1968
3411,Biobío,Los Ángeles,Departamento,339822214,51,34,2,3,No,Sí,1987
3412,Valparaíso,Viña del Mar,Casa,430010394,278,260,1,4,No,No,1982
3413,Valparaíso,Valparaíso,Departamento,364496206,233,203,3,1,No,Sí,1993
3414,Valparaíso,Valparaíso,Casa,271683743,210,200,3,1,Sí,Sí,1996
3415,Valparaíso,Valparaíso,Terreno,323172247,99,76,2,4,No,No,1951
3416,Metropolitana,Providencia,Terreno,419701140,47,32,1,4,Sí,No,2003
3417,Biobío,Concepción,Terreno,406164443,147,117,3,1,Sí,No,1966
3418,Valparaíso,Valparaíso,Terreno,215472186,226,196,5,1,No,No,1970
3419,Metropolitana,Providencia,Departamento,235066175,47,31,4,2,No,No,1961
3420,Araucanía,Temuco,Casa,452098478,264,244,2,3,Sí,No,1987
3421,Metropolitana,Santiago,Terreno,413067541,126,117,6,2,Sí,Sí,1990
3422,Metropolitana,Santiago,Departamento,38364812,207,191,1,2,Sí,No,1964
3423,Coquimbo,La Serena,Departamento,361070951,32,20,5,1,No,No,1968
3424,Coquimbo,La Serena,Casa,269582344,137,114,4,2,Sí,Sí,1951
3425,Coquimbo,La Serena,Terreno,257672685,68,42,2,2,No,Sí,1953
3426,Coquimbo,La Serena,Oficina,114496072,101,74,5,2,No,Sí,1981
3427,Los Lagos,Puerto Montt,Oficina,341052179,52,26,3,1,No,Sí,1990
3428,Valparaíso,Viña del Mar,Departamento,354075596,214,199,2,3,No,Sí,1960
3429,Coquimbo,La Serena,Oficina,496280090,51,40,1,2,Sí,Sí,1954
3430,Valparaíso,Viña del Mar,Oficina,57681815,35,28,1,2,No,Sí,1963
3431,Metropolitana,Las Condes,Terreno,102335465,237,232,1,1,No,Sí,2000
3432,Metropolitana,Las Condes,Departamento,366001338,224,203,4,2,Sí,Sí,1959
3433,Coquimbo,La Serena,Casa,311104020,101,80,1,3,Sí,Sí,1970
3434,Metropolitana,Las Condes,Casa,159205023,198,192,4,4,Sí,No,1968
3435,Metropolitana,Providencia,Departamento,150832663,82,63,6,4,No,No,1998
3436,Coquimbo,La Serena,Departamento,63760512,259,251,3,4,No,Sí,2016
3437,Metropolitana,Las Condes,Oficina,321987120,33,20,2,1,No,Sí,1971
3438,Valparaíso,Viña del Mar,Casa,226981692,168,143,2,4,Sí,No,1984
3439,Metropolitana,Las Condes,Casa,286747318,284,255,3,2,No,No,2003
3440,Araucanía,Temuco,Terreno,32621125,246,232,4,3,Sí,Sí,2007
3441,Metropolitana,Las Condes,Departamento,369840609,175,157,4,2,Sí,Sí,1997
3442,Metropolitana,Las Condes,Oficina,394212594,185,160,5,3,Sí,No,2014
3443,Metropolitana,Providencia,Terreno,454787230,33,20,3,4,No,No,2023
3444,Metropolitana,Providencia,Oficina,124503393,242,220,4,2,No,Sí,2003
